(-9.9137581578947369, -1.9917583157894754, -9.5901264444444436)
(-9.9137581578947369, -1.9917583157894754, -3.922348666666668)
(-9.9137581578947369, 2.0369890526315828, -9.5901264444444436)
(-9.9137581578947369, 6.0657364210526339, -15.257904222222221)
(-9.9137581578947369, 6.0657364210526339, -9.5901264444444436)
(-9.9137581578947369, 10.094483789473685, -15.257904222222221)
(-9.9137581578947369, 14.123231157894743, -15.257904222222221)
(-9.9137581578947369, 18.151978526315794, -15.257904222222221)
(-9.9137581578947369, 22.180725894736845, -15.257904222222221)
(-9.9137581578947369, 26.209473263157896, -15.257904222222221)
(-8.8903213157894729, -6.0205056842105265, -9.5901264444444436)
(-8.8903213157894729, -6.0205056842105265, -3.922348666666668)
(-8.8903213157894729, -1.9917583157894754, -9.5901264444444436)
(-8.8903213157894729, -1.9917583157894754, -3.922348666666668)
(-8.8903213157894729, 2.0369890526315828, -15.257904222222221)
(-8.8903213157894729, 2.0369890526315828, -9.5901264444444436)
(-8.8903213157894729, 2.0369890526315828, -3.922348666666668)
(-8.8903213157894729, 6.0657364210526339, -15.257904222222221)
(-8.8903213157894729, 6.0657364210526339, -9.5901264444444436)
(-8.8903213157894729, 10.094483789473685, -15.257904222222221)
(-8.8903213157894729, 10.094483789473685, -9.5901264444444436)
(-8.8903213157894729, 14.123231157894743, -15.257904222222221)
(-8.8903213157894729, 18.151978526315794, -15.257904222222221)
(-8.8903213157894729, 22.180725894736845, -15.257904222222221)
(-8.8903213157894729, 22.180725894736845, -9.5901264444444436)
(-8.8903213157894729, 26.209473263157896, -15.257904222222221)
(-8.8903213157894729, 26.209473263157896, -9.5901264444444436)
(-7.8668844736842098, -10.049253052631578, -9.5901264444444436)
(-7.8668844736842098, -6.0205056842105265, -9.5901264444444436)
(-7.8668844736842098, -1.9917583157894754, -15.257904222222221)
(-7.8668844736842098, 2.0369890526315828, -3.922348666666668)
(-7.8668844736842098, 6.0657364210526339, -3.922348666666668)
(-7.8668844736842098, 10.094483789473685, -9.5901264444444436)
(-7.8668844736842098, 14.123231157894743, -9.5901264444444436)
(-7.8668844736842098, 18.151978526315794, -9.5901264444444436)
(-7.8668844736842098, 22.180725894736845, -15.257904222222221)
(-7.8668844736842098, 22.180725894736845, -9.5901264444444436)
(-7.8668844736842098, 22.180725894736845, -3.922348666666668)
(-7.8668844736842098, 26.209473263157896, -15.257904222222221)
(-7.8668844736842098, 26.209473263157896, -9.5901264444444436)
(-7.8668844736842098, 26.209473263157896, -3.922348666666668)
(-7.8668844736842098, 30.238220631578947, -15.257904222222221)
(-7.8668844736842098, 30.238220631578947, -9.5901264444444436)
(-6.8434476315789468, -18.106747789473683, -3.922348666666668)
(-6.8434476315789468, -18.106747789473683, 1.7454291111111111)
(-6.8434476315789468, -18.106747789473683, 7.4132068888888902)
(-6.8434476315789468, -14.078000421052629, -9.5901264444444436)
(-6.8434476315789468, -14.078000421052629, -3.922348666666668)
(-6.8434476315789468, -14.078000421052629, 1.7454291111111111)
(-6.8434476315789468, -14.078000421052629, 7.4132068888888902)
(-6.8434476315789468, -14.078000421052629, 13.080984666666662)
(-6.8434476315789468, -10.049253052631578, -15.257904222222221)
(-6.8434476315789468, -10.049253052631578, -9.5901264444444436)
(-6.8434476315789468, -6.0205056842105265, -15.257904222222221)
(-6.8434476315789468, -1.9917583157894754, -15.257904222222221)
(-6.8434476315789468, 2.0369890526315828, 1.7454291111111111)
(-6.8434476315789468, 6.0657364210526339, -3.922348666666668)
(-6.8434476315789468, 10.094483789473685, -3.922348666666668)
(-6.8434476315789468, 14.123231157894743, -9.5901264444444436)
(-6.8434476315789468, 14.123231157894743, -3.922348666666668)
(-6.8434476315789468, 18.151978526315794, -15.257904222222221)
(-6.8434476315789468, 18.151978526315794, -9.5901264444444436)
(-6.8434476315789468, 18.151978526315794, -3.922348666666668)
(-6.8434476315789468, 22.180725894736845, -15.257904222222221)
(-6.8434476315789468, 22.180725894736845, -9.5901264444444436)
(-6.8434476315789468, 22.180725894736845, -3.922348666666668)
(-6.8434476315789468, 26.209473263157896, -15.257904222222221)
(-6.8434476315789468, 26.209473263157896, -3.922348666666668)
(-6.8434476315789468, 30.238220631578947, -15.257904222222221)
(-6.8434476315789468, 30.238220631578947, -9.5901264444444436)
(-6.8434476315789468, 30.238220631578947, -3.922348666666668)
(-5.8200107894736837, -18.106747789473683, -3.922348666666668)
(-5.8200107894736837, -18.106747789473683, 1.7454291111111111)
(-5.8200107894736837, -18.106747789473683, 7.4132068888888902)
(-5.8200107894736837, -14.078000421052629, -9.5901264444444436)
(-5.8200107894736837, -14.078000421052629, -3.922348666666668)
(-5.8200107894736837, -14.078000421052629, 1.7454291111111111)
(-5.8200107894736837, -14.078000421052629, 7.4132068888888902)
(-5.8200107894736837, -14.078000421052629, 13.080984666666662)
(-5.8200107894736837, -10.049253052631578, -15.257904222222221)
(-5.8200107894736837, -10.049253052631578, 1.7454291111111111)
(-5.8200107894736837, -10.049253052631578, 7.4132068888888902)
(-5.8200107894736837, -6.0205056842105265, -15.257904222222221)
(-5.8200107894736837, -1.9917583157894754, -9.5901264444444436)
(-5.8200107894736837, 2.0369890526315828, -9.5901264444444436)
(-5.8200107894736837, 2.0369890526315828, 1.7454291111111111)
(-5.8200107894736837, 2.0369890526315828, 7.4132068888888902)
(-5.8200107894736837, 6.0657364210526339, -15.257904222222221)
(-5.8200107894736837, 6.0657364210526339, -9.5901264444444436)
(-5.8200107894736837, 6.0657364210526339, -3.922348666666668)
(-5.8200107894736837, 6.0657364210526339, 1.7454291111111111)
(-5.8200107894736837, 10.094483789473685, -15.257904222222221)
(-5.8200107894736837, 10.094483789473685, -3.922348666666668)
(-5.8200107894736837, 10.094483789473685, 1.7454291111111111)
(-5.8200107894736837, 14.123231157894743, -15.257904222222221)
(-5.8200107894736837, 14.123231157894743, -9.5901264444444436)
(-5.8200107894736837, 14.123231157894743, -3.922348666666668)
(-5.8200107894736837, 14.123231157894743, 1.7454291111111111)
(-5.8200107894736837, 18.151978526315794, -15.257904222222221)
(-5.8200107894736837, 18.151978526315794, -9.5901264444444436)
(-5.8200107894736837, 18.151978526315794, -3.922348666666668)
(-5.8200107894736837, 22.180725894736845, -15.257904222222221)
(-5.8200107894736837, 22.180725894736845, -9.5901264444444436)
(-5.8200107894736837, 22.180725894736845, -3.922348666666668)
(-5.8200107894736837, 26.209473263157896, -15.257904222222221)
(-5.8200107894736837, 26.209473263157896, -3.922348666666668)
(-5.8200107894736837, 30.238220631578947, -3.922348666666668)
(-4.7965739473684206, -22.135495157894738, 1.7454291111111111)
(-4.7965739473684206, -22.135495157894738, 7.4132068888888902)
(-4.7965739473684206, -18.106747789473683, -9.5901264444444436)
(-4.7965739473684206, -18.106747789473683, -3.922348666666668)
(-4.7965739473684206, -18.106747789473683, 1.7454291111111111)
(-4.7965739473684206, -18.106747789473683, 7.4132068888888902)
(-4.7965739473684206, -18.106747789473683, 13.080984666666662)
(-4.7965739473684206, -14.078000421052629, -3.922348666666668)
(-4.7965739473684206, -14.078000421052629, 1.7454291111111111)
